,HY,809,2016/09/02 00:30,2016/09/02 01:55,,,,,,LGW_EDI,HY,AIRCRAFT_A380-800_1,true
,HY,3401,2016/09/02 06:00,2016/09/02 10:05,,,,,,HAM_ATH,HY,AIRCRAFT_A380-800_1,true
,HY,3469,2016/09/02 06:00,2016/09/02 08:45,,,,,,HAM_PMI,HY,AIRCRAFT_A380-800_1,true
,HY,2951,2016/09/02 06:00,2016/09/02 09:35,,,,,,MXP_JMK,HY,AIRCRAFT_A380-800_1,true
,HY,2591,2016/09/02 06:00,2016/09/02 08:25,,,,,,MXP_RAK,HY,AIRCRAFT_A380-800_1,true
,HY,1055,2016/09/02 06:00,2016/09/02 07:50,,,,,,BSL_PMI,HY,AIRCRAFT_A380-800_1,true
,HY,1101,2016/09/02 06:00,2016/09/02 07:30,,,,,,BSL_BOD,HY,AIRCRAFT_A380-800_1,true
,HY,4501,2016/09/02 06:00,2016/09/02 08:55,,,,,,SXF_PMI,HY,AIRCRAFT_A380-800_1,true
,HY,1511,2016/09/02 06:05,2016/09/02 07:40,,,,,,GVA_PMI,HY,AIRCRAFT_A380-800_1,true
,HY,1561,2016/09/02 06:05,2016/09/02 08:10,,,,,,GVA_CTA,HY,AIRCRAFT_A380-800_1,true
,HY,1431,2016/09/02 06:10,2016/09/02 08:30,,,,,,GVA_AGP,HY,AIRCRAFT_A380-800_1,true
,HY,1453,2016/09/02 06:10,2016/09/02 07:25,,,,,,GVA_OPO,HY,AIRCRAFT_A380-800_1,true
,HY,1545,2016/09/02 06:15,2016/09/02 08:15,,,,,,GVA_BDS,HY,AIRCRAFT_A380-800_1,true
,HY,1065,2016/09/02 06:15,2016/09/02 08:55,,,,,,BSL_AGP,HY,AIRCRAFT_A380-800_1,true
,HY,1045,2016/09/02 06:15,2016/09/02 07:45,,,,,,BSL_FCO,HY,AIRCRAFT_A380-800_1,true
,HY,4631,2016/09/02 06:15,2016/09/02 07:50,,,,,,SXF_BSL,HY,AIRCRAFT_A380-800_1,true
,HY,2723,2016/09/02 06:20,2016/09/02 08:10,,,,,,MXP_AMS,HY,AIRCRAFT_A380-800_1,true
,HY,2691,2016/09/02 06:25,2016/09/02 08:15,,,,,,MXP_IBZ,HY,AIRCRAFT_A380-800_1,true
,HY,1041,2016/09/02 06:25,2016/09/02 07:50,,,,,,BSL_AMS,HY,AIRCRAFT_A380-800_1,true
,HY,3960,2016/09/02 06:25,2016/09/02 07:55,,,,,,TLS_CDG,HY,AIRCRAFT_A380-800_1,true
,HY,8789,2016/09/02 05:30,2016/09/02 11:35,,,,,,LGW_RHO,HY,AIRCRAFT_A380-800_1,true
,HY,3477,2016/09/02 06:30,2016/09/02 10:15,,,,,,HAM_SKG,HY,AIRCRAFT_A380-800_1,true
,HY,2875,2016/09/02 06:30,2016/09/02 08:00,,,,,,MXP_CAG,HY,AIRCRAFT_A380-800_1,true
,HY,1507,2016/09/02 06:30,2016/09/02 08:05,,,,,,GVA_CAG,HY,AIRCRAFT_A380-800_1,true
,HY,1047,2016/09/02 06:30,2016/09/02 08:00,,,,,,NCE_ORY,HY,AIRCRAFT_A380-800_1,true
,HY,1023,2016/09/02 06:30,2016/09/02 08:00,,,,,,BSL_HAM,HY,AIRCRAFT_A380-800_1,true
,HY,4583,2016/09/02 06:30,2016/09/02 08:30,,,,,,SXF_PSA,HY,AIRCRAFT_A380-800_1,true
,HY,4603,2016/09/02 06:30,2016/09/02 10:00,,,,,,SXF_SKG,HY,AIRCRAFT_A380-800_1,true
,HY,8647,2016/09/02 05:35,2016/09/02 09:00,,,,,,LGW_IBZ,HY,AIRCRAFT_A380-800_1,true
,HY,2759,2016/09/02 06:35,2016/09/02 08:05,,,,,,MXP_BCN,HY,AIRCRAFT_A380-800_1,true
,HY,2843,2016/09/02 06:35,2016/09/02 08:25,,,,,,MXP_CTA,HY,AIRCRAFT_A380-800_1,true
,HY,2888,2016/09/02 06:35,2016/09/02 08:00,,,,,,NAP_MXP,HY,AIRCRAFT_A380-800_1,true
,HY,1404,2016/09/02 06:35,2016/09/02 08:15,,,,,,BCN_GVA,HY,AIRCRAFT_A380-800_1,true
,HY,1425,2016/09/02 06:35,2016/09/02 08:35,,,,,,GVA_ALC,HY,AIRCRAFT_A380-800_1,true
,HY,1501,2016/09/02 06:35,2016/09/02 07:55,,,,,,GVA_OLB,HY,AIRCRAFT_A380-800_1,true
,HY,3931,2016/09/02 06:35,2016/09/02 08:05,,,,,,CDG_LIN,HY,AIRCRAFT_A380-800_1,true
,HY,3759,2016/09/02 06:35,2016/09/02 08:10,,,,,,CDG_LIS,HY,AIRCRAFT_A380-800_1,true
,HY,1301,2016/09/02 06:40,2016/09/02 07:55,,,,,,GVA_BIA,HY,AIRCRAFT_A380-800_1,true
,HY,8621,2016/09/02 05:40,2016/09/02 09:00,,,,,,LGW_PMI,HY,AIRCRAFT_A380-800_1,true
,HY,5081,2016/09/02 05:45,2016/09/02 11:25,,,,,,LGW_ATH,HY,AIRCRAFT_A380-800_1,true
